source;target;ref;layer
B5EZ49;B5EZ50;STM;Metabolic
B5EZ50;B5EXS4;STM;Metabolic
B5EZ50;B5EZ47;STM;Metabolic
B5EZ51;B5EZ52;STM;Metabolic
B5EZ52;B5EZ49;STM;Metabolic
B5EZ52;B5EZ54;STM;Metabolic
B5EZ53;B5EZ44;STM;Metabolic
B5EZ53;B5EZ51;STM;Metabolic
B5EZ54;B5EZ43;STM;Metabolic
B5EZ54;B5EZ46;STM;Metabolic
B5EZ58;B5EWZ0;BioModels;Metabolic
B5EZ58;B5EZ59;STM_BioModels;Metabolic
B5EZ58;B5F8J0;STM_BioModels;Metabolic
B5EZ59;B5EZ60;STM;Metabolic
B5EZ60;B5EWQ2;STM;Metabolic
B5EZ72;B5EZ75;BioModels;Metabolic
B5EZ75;B5EZR0;BioModels;Metabolic
B5EZ75;B5F534;BioModels;Metabolic
B5EZ75;B5F572;BioModels;Metabolic
B5EZ75;B5F910;BioModels;Metabolic
B5EZ77;B5EX28;STM;Metabolic
B5EZ77;B5F0Y2;STM;Metabolic
B5EZ77;B5F6V1;STM;Metabolic
B5EZ80;B5F1A6;STM;Metabolic
B5EZ80;B5F842;STM;Metabolic
B5EZ80;B5F8K7;STM;Metabolic
B5EZ84;B5EWY3;STM_BioModels;Metabolic
B5EZ85;B5EX24;STM;Metabolic
B5EZ86;B5F035;STM;Metabolic
B5EZ86;B5F0F5;STM;Metabolic
B5EZ86;B5F1H9;STM_BioModels;Metabolic
B5EZ86;B5F1U0;STM;Metabolic
B5EZ86;B5F538;STM;Metabolic
B5EZ86;B5F7Y2;STM;Metabolic
B5EZ89;B5EWT3;STM;Metabolic
B5EZ89;B5EZ27;STM;Metabolic
B5EZ89;B5F1R6;STM;Metabolic
B5EZ89;B5F9C4;STM;Metabolic
B5EZ89;B5F9C5;STM;Metabolic
B5EZ89;B5F9C6;STM;Metabolic
B5EZ89;B5F9C9;STM;Metabolic
B5EZ91;B5EXB2;STM;Metabolic
B5EZ91;B5EXB3;STM;Metabolic
B5EZ91;B5F4Q7;STM;Metabolic
B5EZ91;B5F4W3;BioModels;Metabolic
B5EZ91;B5F5F8;BioModels;Metabolic
B5EZA0;B5F378;STM;Metabolic
B5EZA2;B5F731;STM;Metabolic
B5EZA5;B5EZA4;STM;Metabolic
B5EZA6;B5EZA4;STM;Metabolic
B5EZA6;B5EZA5;STM;Metabolic
B5EZA7;B5F725;STM;Metabolic
B5EZA7;B5F7C0;STM;Metabolic
B5EZB3;B5EZU8;STM_BioModels;Metabolic
B5EZC0;B5EZC2;STM;Metabolic
B5EZC0;B5F0G0;STM;Metabolic
B5EZC0;B5F0G1;STM;Metabolic
B5EZC0;B5F0G2;STM;Metabolic
B5EZC0;B5F7J7;STM;Metabolic
B5EZC0;B5F8D3;STM;Metabolic
B5EZC0;B5F903;STM;Metabolic
B5EZC1;B5EY61;STM;Metabolic
B5EZC1;B5EYZ2;STM_BioModels;Metabolic
B5EZC1;B5EZC0;STM_BioModels;Metabolic
B5EZC1;B5F0G0;STM;Metabolic
B5EZC1;B5F0G1;STM;Metabolic
B5EZC1;B5F3R0;STM;Metabolic
B5EZC1;B5F3R1;STM;Metabolic
B5EZC1;B5F3R2;STM;Metabolic
B5EZC1;B5F6U4;STM_BioModels;Metabolic
B5EZC7;B5EZC6;STM;Metabolic
B5EZC7;B5EZC8;STM;Metabolic
B5EZC8;B5EZC6;STM;Metabolic
B5EZD1;B5F0R5;STM;Metabolic
B5EZD1;B5F5C4;STM;Metabolic
B5EZD1;B5F5G8;STM;Metabolic
B5EZD5;B5EZU6;BioModels;Metabolic
B5EZD5;B5F348;STM;Metabolic
B5EZD5;B5F527;BioModels;Metabolic
B5EZD8;B5F0U6;BioModels;Metabolic
B5EZD8;B5F450;BioModels;Metabolic
B5EZD8;B5F456;BioModels;Metabolic
B5EZE3;B5EZE2;STM;Metabolic
B5EZE4;B5EZE2;STM;Metabolic
B5EZE4;B5EZE3;STM;Metabolic
B5EZF5;B5EZF6;STM;Metabolic
B5EZF5;B5EZF7;STM;Metabolic
B5EZF5;B5EZF8;STM;Metabolic
B5EZF5;B5F818;BioModels;Metabolic
B5EZF6;B5EZF7;STM;Metabolic
B5EZF6;B5EZF8;STM;Metabolic
B5EZF6;B5F818;BioModels;Metabolic
B5EZF7;B5EZF8;STM;Metabolic
B5EZF7;B5F818;BioModels;Metabolic
B5EZF8;B5F818;BioModels;Metabolic
B5EZF9;B5EZG0;STM_BioModels;Metabolic
B5EZG0;B5F7Z1;BioModels;Metabolic
B5EZG0;B5F7Z2;BioModels;Metabolic
B5EZG1;B5EZG2;STM;Metabolic
B5EZG8;B5EZG8;STM;Metabolic
B5EZG8;B5F1Y8;STM;Metabolic
B5EZG8;B5F1Y9;STM;Metabolic
B5EZG8;B5F4Z3;BioModels;Metabolic
B5EZG9;B5F1T2;STM;Metabolic
B5EZH0;B5EZG8;BioModels;Metabolic
B5EZH0;B5F1Y9;BioModels;Metabolic
B5EZH4;B5EXN0;STM;Metabolic
B5EZH4;B5F1A1;STM;Metabolic
B5EZH4;B5F850;STM;Metabolic
B5EZH6;B5EZH8;STM_BioModels;Metabolic
B5EZH7;B5EZH6;STM;Metabolic
B5EZH7;B5EZH8;STM;Metabolic
B5EZH7;B5F6A1;BioModels;Metabolic
B5EZH7;B5F7W1;BioModels;Metabolic
B5EZH8;B5EXQ7;STM_BioModels;Metabolic
B5EZH8;B5EYE2;STM;Metabolic
B5EZI4;B5EZI5;STM_BioModels;Metabolic
B5EZI5;B5EZI8;STM;Metabolic
B5EZI6;B5EZI4;STM_BioModels;Metabolic
B5EZI7;B5EZI5;BioModels;Metabolic
B5EZI8;B5EXG0;STM;Metabolic
B5EZI8;B5EYI6;STM_BioModels;Metabolic
B5EZI8;B5EZI9;STM_BioModels;Metabolic
B5EZI9;B5EZR6;STM;Metabolic
B5EZJ7;B5EZJ8;STM;Metabolic
B5EZJ7;B5EZJ9;STM;Metabolic
B5EZJ7;B5EZK0;STM;Metabolic
B5EZJ7;B5EZK1;STM;Metabolic
B5EZJ7;B5EZK2;STM;Metabolic
B5EZJ7;B5EZK3;STM;Metabolic
B5EZJ7;B5EZK4;STM;Metabolic
B5EZJ7;B5EZK5;STM;Metabolic
B5EZJ7;B5EZK6;STM;Metabolic
B5EZJ7;B5EZK7;STM;Metabolic
B5EZJ7;B5EZK8;STM;Metabolic
B5EZJ7;B5EZK9;STM;Metabolic
B5EZJ8;B5EZJ9;STM;Metabolic
B5EZJ8;B5EZK0;STM;Metabolic
B5EZJ8;B5EZK1;STM;Metabolic
B5EZJ8;B5EZK2;STM;Metabolic
B5EZJ8;B5EZK3;STM;Metabolic
B5EZJ8;B5EZK4;STM;Metabolic
B5EZJ8;B5EZK5;STM;Metabolic
B5EZJ8;B5EZK6;STM;Metabolic
B5EZJ8;B5EZK7;STM;Metabolic
B5EZJ8;B5EZK8;STM;Metabolic
B5EZJ8;B5EZK9;STM;Metabolic
B5EZJ9;B5EZK0;STM;Metabolic
B5EZJ9;B5EZK1;STM;Metabolic
B5EZJ9;B5EZK2;STM;Metabolic
B5EZJ9;B5EZK3;STM;Metabolic
B5EZJ9;B5EZK4;STM;Metabolic
B5EZJ9;B5EZK5;STM;Metabolic
B5EZJ9;B5EZK6;STM;Metabolic
B5EZJ9;B5EZK7;STM;Metabolic
B5EZJ9;B5EZK8;STM;Metabolic
B5EZJ9;B5EZK9;STM;Metabolic
B5EZK0;B5EZK1;STM;Metabolic
B5EZK0;B5EZK2;STM;Metabolic
B5EZK0;B5EZK3;STM;Metabolic
B5EZK0;B5EZK4;STM;Metabolic
B5EZK0;B5EZK5;STM;Metabolic
B5EZK0;B5EZK6;STM;Metabolic
B5EZK0;B5EZK7;STM;Metabolic
B5EZK0;B5EZK8;STM;Metabolic
B5EZK0;B5EZK9;STM;Metabolic
B5EZK1;B5EZK2;STM;Metabolic
B5EZK1;B5EZK3;STM;Metabolic
B5EZK1;B5EZK4;STM;Metabolic
B5EZK1;B5EZK5;STM;Metabolic
B5EZK1;B5EZK6;STM;Metabolic
B5EZK1;B5EZK7;STM;Metabolic
B5EZK1;B5EZK8;STM;Metabolic
B5EZK1;B5EZK9;STM;Metabolic
B5EZK2;B5EZK3;STM;Metabolic
B5EZK2;B5EZK4;STM;Metabolic
B5EZK2;B5EZK5;STM;Metabolic
B5EZK2;B5EZK6;STM;Metabolic
B5EZK2;B5EZK7;STM;Metabolic
B5EZK2;B5EZK8;STM;Metabolic
B5EZK2;B5EZK9;STM;Metabolic
B5EZK3;B5EZK4;STM;Metabolic
B5EZK3;B5EZK5;STM;Metabolic
B5EZK3;B5EZK6;STM;Metabolic
B5EZK3;B5EZK7;STM;Metabolic
B5EZK3;B5EZK8;STM;Metabolic
B5EZK3;B5EZK9;STM;Metabolic
B5EZK4;B5EZK5;STM;Metabolic
B5EZK4;B5EZK6;STM;Metabolic
B5EZK4;B5EZK7;STM;Metabolic
B5EZK4;B5EZK8;STM;Metabolic
B5EZK4;B5EZK9;STM;Metabolic
B5EZK5;B5EZK6;STM;Metabolic
B5EZK5;B5EZK7;STM;Metabolic
B5EZK5;B5EZK8;STM;Metabolic
B5EZK5;B5EZK9;STM;Metabolic
B5EZK6;B5EZK7;STM;Metabolic
B5EZK6;B5EZK8;STM;Metabolic
B5EZK6;B5EZK9;STM;Metabolic
B5EZK7;B5EZK8;STM;Metabolic
B5EZK7;B5EZK9;STM;Metabolic
B5EZK8;B5EZK9;STM;Metabolic
B5EZL3;B5EZ28;BioModels;Metabolic
B5EZL3;B5F8P7;BioModels;Metabolic
B5EZM0;B5EX13;STM_BioModels;Metabolic
B5EZM0;B5EZM1;STM_BioModels;Metabolic
B5EZM0;B5F3K8;STM;Metabolic
B5EZM1;B5EX13;STM;Metabolic
B5EZM1;B5F0J4;STM;Metabolic
B5EZM3;B5F0K0;BioModels;Metabolic
B5EZM3;B5F6Y2;BioModels;Metabolic
B5EZM4;B5EZM3;STM;Metabolic
B5EZM4;B5F0K0;BioModels;Metabolic
B5EZM4;B5F6Y2;BioModels;Metabolic
B5EZN5;B5EZN6;STM;Metabolic
B5EZN5;B5F105;STM;Metabolic
B5EZN5;B5F106;STM;Metabolic
B5EZN5;B5F107;STM;Metabolic
B5EZN5;B5F108;STM;Metabolic
B5EZN6;B5F105;STM;Metabolic
B5EZN6;B5F106;STM;Metabolic
B5EZN6;B5F107;STM;Metabolic
B5EZN6;B5F108;STM;Metabolic
B5EZN7;B5EZN5;STM;Metabolic
B5EZN7;B5EZN6;STM;Metabolic
B5EZN8;B5EZN5;STM;Metabolic
B5EZN8;B5EZN6;STM;Metabolic
B5EZN8;B5F105;STM;Metabolic
B5EZN8;B5F106;STM;Metabolic
B5EZN8;B5F107;STM;Metabolic
B5EZN8;B5F108;STM;Metabolic
B5EZP0;B5F1Q3;STM_BioModels;Metabolic
B5EZP4;B5EZS3;BioModels;Metabolic
B5EZP4;B5F7V9;BioModels;Metabolic
B5EZP9;B5F4U5;BioModels;Metabolic
B5EZP9;B5F6U5;STM_BioModels;Metabolic
B5EZQ0;B5F7N9;STM_BioModels;Metabolic
B5EZQ0;B5F7P0;STM_BioModels;Metabolic
B5EZQ0;B5F820;STM;Metabolic
B5EZQ4;B5F5J5;STM;Metabolic
B5EZR0;B5F1V1;STM;Metabolic
B5EZR0;B5F4V4;STM;Metabolic
B5EZR0;B5F572;STM;Metabolic
B5EZR0;B5F910;STM_BioModels;Metabolic
B5EZR0;B5F911;STM;Metabolic
B5EZR0;B5F913;STM_BioModels;Metabolic
B5EZR0;B5F914;STM_BioModels;Metabolic
B5EZR5;B5EY08;STM;Metabolic
B5EZR6;B5F161;STM;Metabolic
B5EZS0;B5EZR9;STM_BioModels;Metabolic
B5EZS0;B5EZV9;STM;Metabolic
B5EZS0;B5EZW0;STM_BioModels;Metabolic
B5EZS2;B5EXP9;STM;Metabolic
B5EZS2;B5EZT4;STM;Metabolic
B5EZS3;B5F0L0;STM;Metabolic
B5EZS9;B5F306;STM;Metabolic
B5EZT4;B5EXG1;STM;Metabolic
B5EZT4;B5EZT8;BioModels;Metabolic
B5EZT4;B5F1Q4;BioModels;Metabolic
B5EZT4;B5F377;BioModels;Metabolic
B5EZT4;B5F4V4;BioModels;Metabolic
B5EZT4;B5F562;STM;Metabolic
B5EZT4;B5F666;BioModels;Metabolic
B5EZT4;B5F6A3;BioModels;Metabolic
B5EZT4;B5F915;BioModels;Metabolic
B5EZT8;B5EXG1;STM;Metabolic
B5EZT8;B5F4U6;STM;Metabolic
B5EZT8;B5F4V3;STM;Metabolic
B5EZT8;B5F4V4;STM;Metabolic
B5EZT8;B5F562;STM;Metabolic
B5EZU1;B5EXZ5;BioModels;Metabolic
B5EZU1;B5F0T8;STM;Metabolic
B5EZU1;B5F345;STM;Metabolic
B5EZU1;B5F5X4;STM_BioModels;Metabolic
B5EZU1;B5F649;STM_BioModels;Metabolic
B5EZU6;B5EXV0;BioModels;Metabolic
B5EZU6;B5EYN3;BioModels;Metabolic
B5EZU8;B5EZW4;BioModels;Metabolic
B5EZU8;B5F5I3;STM_BioModels;Metabolic
B5EZV0;B5EZP0;STM;Metabolic
B5EZV0;B5EZV6;STM;Metabolic
B5EZV6;B5EZP0;STM;Metabolic
B5EZV6;B5F1Q3;STM_BioModels;Metabolic
B5EZV7;B5F8Q5;STM;Metabolic
B5EZV7;B5F8Q6;STM;Metabolic
B5EZV9;B5EZR9;STM_BioModels;Metabolic
B5EZV9;B5EZW0;STM_BioModels;Metabolic
B5EZW0;B5EYI7;STM;Metabolic
B5EZW0;B5EZR9;STM;Metabolic
B5EZW0;B5F3S4;STM;Metabolic
B5EZW0;B5F7E5;STM;Metabolic
B5EZW4;B5EZX5;STM_BioModels;Metabolic
B5EZW4;B5F0I0;STM_BioModels;Metabolic
B5EZW9;B5F4E0;STM;Metabolic
B5EZX5;B5F072;BioModels;Metabolic
B5EZX5;B5F1I0;STM_BioModels;Metabolic
B5EZX5;B5F5M9;BioModels;Metabolic
B5EZY2;B5EZW4;BioModels;Metabolic
B5EZY2;B5EZX5;BioModels;Metabolic
B5EZY2;B5F072;BioModels;Metabolic
B5EZY2;B5F0I0;BioModels;Metabolic
B5EZY2;B5F1I0;BioModels;Metabolic
B5EZY2;B5F5M9;BioModels;Metabolic
B5EZY6;B5EZ67;STM;Metabolic
B5EZY9;B5F0G2;BioModels;Metabolic
B5EZY9;B5F1F0;BioModels;Metabolic
B5EZY9;B5F2H5;BioModels;Metabolic
B5F004;B5EY50;BioModels;Metabolic
B5F004;B5F1Q3;BioModels;Metabolic
B5F004;B5F5H5;BioModels;Metabolic
B5F004;B5F7H7;BioModels;Metabolic
B5F009;B5F010;STM;Metabolic
B5F009;B5F5W2;STM;Metabolic
B5F009;B5F5W3;STM;Metabolic
B5F010;B5F5W2;STM;Metabolic
B5F010;B5F5W3;STM;Metabolic
B5F023;B5F024;STM;Metabolic
B5F034;B5F1G8;STM;Metabolic
B5F035;B5F1T2;STM;Metabolic
B5F036;B5F0P5;STM;Metabolic
B5F038;B5F7E8;STM;Metabolic
B5F039;B5F040;STM;Metabolic
B5F046;B5F046;STM;Metabolic
B5F046;B5F734;STM;Metabolic
B5F046;B5F735;STM;Metabolic
B5F046;B5F736;STM;Metabolic
B5F046;B5F7L1;STM;Metabolic
B5F046;B5F7L2;STM;Metabolic
B5F046;B5F7L3;STM;Metabolic
B5F050;B5F0D1;STM;Metabolic
B5F050;B5F4Q4;STM;Metabolic
B5F051;B5EY06;BioModels;Metabolic
B5F051;B5F0D6;BioModels;Metabolic
B5F051;B5F1T2;STM;Metabolic
B5F052;B5EXS8;STM;Metabolic
B5F052;B5EYN8;STM;Metabolic
B5F052;B5EYP0;STM;Metabolic
B5F052;B5F2H5;STM_BioModels;Metabolic
B5F052;B5F5L6;STM;Metabolic
B5F053;B5EXD3;BioModels;Metabolic
B5F053;B5EXS8;STM;Metabolic
B5F053;B5F052;STM_BioModels;Metabolic
B5F053;B5F054;BioModels;Metabolic
B5F059;B5F060;STM;Metabolic
B5F059;B5F0P7;STM;Metabolic
B5F060;B5F0P7;STM;Metabolic
B5F063;B5F3K5;STM;Metabolic
B5F066;B5F065;STM_BioModels;Metabolic
B5F071;B5F073;STM_BioModels;Metabolic
B5F072;B5EZ72;BioModels;Metabolic
B5F072;B5F075;STM;Metabolic
B5F072;B5F6F6;STM;Metabolic
B5F074;B5EZR0;BioModels;Metabolic
B5F074;B5F910;BioModels;Metabolic
B5F075;B5F071;STM;Metabolic
B5F075;B5F6F6;STM;Metabolic
B5F082;B5EZ72;BioModels;Metabolic
B5F082;B5F079;BioModels;Metabolic
B5F082;B5F081;BioModels;Metabolic
B5F083;B5EZ72;BioModels;Metabolic
B5F083;B5F079;BioModels;Metabolic
B5F083;B5F081;BioModels;Metabolic
B5F089;B5EXG1;STM;Metabolic
B5F089;B5F0R7;BioModels;Metabolic
B5F089;B5F0U1;BioModels;Metabolic
B5F089;B5F2H5;BioModels;Metabolic
B5F089;B5F562;STM;Metabolic
B5F089;B5F8P5;BioModels;Metabolic
B5F0A8;B5F0A7;STM;Metabolic
B5F0B2;B5EZT6;STM;Metabolic
B5F0B2;B5EZT7;STM;Metabolic
B5F0B8;B5EZA7;STM;Metabolic
B5F0B8;B5F7C0;STM;Metabolic
B5F0B8;B5F7C2;STM;Metabolic
B5F0B8;B5F8D9;STM;Metabolic
B5F0C4;B5F0W8;STM;Metabolic
B5F0C5;B5EXP9;STM;Metabolic
B5F0C5;B5EZS2;STM;Metabolic
B5F0C5;B5EZT4;STM;Metabolic
B5F0C6;B5EXP9;STM;Metabolic
B5F0C6;B5EZS2;STM;Metabolic
B5F0C6;B5EZT4;STM;Metabolic
B5F0D1;B5F1T2;STM;Metabolic
B5F0E2;B5EXF3;STM;Metabolic
B5F0E2;B5F1R7;STM;Metabolic
B5F0E9;B5EXF3;STM;Metabolic
B5F0E9;B5F0E2;STM;Metabolic
B5F0E9;B5F1R7;STM;Metabolic
B5F0E9;B5F1T2;STM;Metabolic
B5F0F0;B5F0E9;STM;Metabolic
B5F0F0;B5F527;STM;Metabolic
B5F0F0;B5F5N9;STM;Metabolic
B5F0F0;B5F8S2;STM;Metabolic
B5F0F5;B5F1H9;STM;Metabolic
B5F0G0;B5EZC2;STM;Metabolic
B5F0G0;B5F0G1;STM;Metabolic
B5F0G0;B5F1Q0;STM;Metabolic
B5F0G0;B5F356;STM;Metabolic
B5F0G0;B5F357;STM;Metabolic
B5F0G0;B5F358;STM;Metabolic
B5F0G0;B5F3A9;STM;Metabolic
B5F0G0;B5F3B0;STM;Metabolic
B5F0G0;B5F3B1;STM;Metabolic
B5F0G1;B5EZC2;STM;Metabolic
B5F0G1;B5F1Q0;STM;Metabolic
B5F0G1;B5F356;STM;Metabolic
B5F0G1;B5F357;STM;Metabolic
B5F0G1;B5F358;STM;Metabolic
B5F0G1;B5F3A9;STM;Metabolic
B5F0G1;B5F3B0;STM;Metabolic
B5F0G1;B5F3B1;STM;Metabolic
B5F0G2;B5EZC2;STM;Metabolic
B5F0G2;B5F0G0;STM;Metabolic
B5F0G2;B5F0G1;STM;Metabolic
B5F0G2;B5F1F1;BioModels;Metabolic
B5F0G2;B5F1Q0;STM;Metabolic
B5F0G2;B5F3R0;STM;Metabolic
B5F0G2;B5F3R1;STM;Metabolic
B5F0G2;B5F3R2;STM;Metabolic
B5F0G2;B5F903;STM;Metabolic
B5F0G4;B5F6J7;STM_BioModels;Metabolic
B5F0H1;B5F059;STM;Metabolic
B5F0H1;B5F060;STM;Metabolic
B5F0H1;B5F0P7;STM;Metabolic
B5F0H2;B5F059;STM;Metabolic
B5F0H2;B5F060;STM;Metabolic
B5F0H2;B5F0H1;STM;Metabolic
B5F0H2;B5F0P7;STM;Metabolic
B5F0H3;B5F059;STM;Metabolic
B5F0H3;B5F060;STM;Metabolic
B5F0H3;B5F0H1;STM;Metabolic
B5F0H3;B5F0H2;STM;Metabolic
B5F0H3;B5F0P7;STM;Metabolic
B5F0I0;B5EZX5;BioModels;Metabolic
B5F0I0;B5F072;BioModels;Metabolic
B5F0I0;B5F1I0;STM_BioModels;Metabolic
B5F0I0;B5F5M9;BioModels;Metabolic
B5F0I6;B5F0I7;STM;Metabolic
B5F0I6;B5F0I9;STM;Metabolic
B5F0I6;B5F9B5;STM;Metabolic
B5F0I7;B5F0I9;STM;Metabolic
B5F0I7;B5F9B5;STM;Metabolic
B5F0I9;B5EYW7;STM;Metabolic
B5F0I9;B5F1T2;STM;Metabolic
B5F0J5;B5F7F5;STM;Metabolic
B5F0J5;B5F8S0;STM;Metabolic
B5F0K0;B5F6Y2;STM;Metabolic
B5F0K1;B5EZM3;STM;Metabolic
B5F0K1;B5EZM4;STM;Metabolic
B5F0K1;B5F0K0;BioModels;Metabolic
B5F0K1;B5F6Y2;BioModels;Metabolic
B5F0K4;B5EXR1;STM;Metabolic
B5F0L5;B5F0T3;STM;Metabolic
B5F0L5;B5F6C1;STM;Metabolic
B5F0L5;B5F9A1;BioModels;Metabolic
B5F0M5;B5F0M6;STM;Metabolic
B5F0M5;B5F3Z5;STM;Metabolic
B5F0M5;B5F4R9;STM;Metabolic
B5F0M5;B5F6A2;BioModels;Metabolic
B5F0M6;B5F0M8;STM_BioModels;Metabolic
B5F0M6;B5F6A2;BioModels;Metabolic
B5F0M7;B5F0N1;STM;Metabolic
B5F0M8;B5EX85;BioModels;Metabolic
B5F0M8;B5F0M7;STM_BioModels;Metabolic
B5F0N1;B5F1T2;STM;Metabolic
B5F0N6;B5EX84;STM;Metabolic
B5F0N6;B5F0N8;STM;Metabolic
B5F0N6;B5F662;STM;Metabolic
B5F0N7;B5EX83;STM;Metabolic
B5F0N7;B5EX84;STM;Metabolic
B5F0N7;B5F0N6;STM;Metabolic
B5F0N7;B5F0N8;STM;Metabolic
B5F0N7;B5F662;STM;Metabolic
B5F0N7;B5F664;STM;Metabolic
B5F0N9;B5F6L6;STM;Metabolic
B5F0P6;B5F6R0;STM;Metabolic
B5F0P6;B5F6R4;STM_BioModels;Metabolic
B5F0P6;B5F7G7;STM;Metabolic
B5F0R1;B5F5R3;STM;Metabolic
B5F0R5;B5F436;STM;Metabolic
B5F0R5;B5F437;STM;Metabolic
B5F0R5;B5F5G8;STM;Metabolic
B5F0R6;B5F3E2;STM;Metabolic
B5F0R8;B5F1T2;STM;Metabolic
B5F0S1;B5EZI6;STM;Metabolic
B5F0S1;B5F6V6;STM_BioModels;Metabolic
B5F0T2;B5F1J1;STM_BioModels;Metabolic
B5F0T2;B5F7C4;BioModels;Metabolic
B5F0T2;B5F9J2;STM;Metabolic
B5F0T3;B5F1N9;STM;Metabolic
B5F0T9;B5F4L9;STM;Metabolic
B5F0U1;B5F1W0;STM;Metabolic
B5F0U1;B5F597;STM;Metabolic
B5F0U1;B5F653;STM;Metabolic
B5F0U1;B5F863;STM;Metabolic
B5F0U1;B5F8P5;STM;Metabolic
B5F0U1;B5F8W4;STM;Metabolic
B5F0U6;B5F846;STM;Metabolic
B5F0U6;B5F8I0;STM_BioModels;Metabolic
B5F0U7;B5F0U8;BioModels;Metabolic
B5F0U7;B5F846;STM;Metabolic
B5F0U7;B5F8I0;STM;Metabolic
B5F0U8;B5F4T5;STM;Metabolic
B5F0U9;B5F6U1;STM_BioModels;Metabolic
B5F0V1;B5F6G7;STM;Metabolic
B5F0V1;B5F6G8;STM;Metabolic
B5F0V4;B5F4L3;STM;Metabolic
B5F0V4;B5F646;STM;Metabolic
B5F0V4;B5F647;STM;Metabolic
B5F0V6;B5F6V8;STM_BioModels;Metabolic
B5F0V7;B5EZQ0;BioModels;Metabolic
B5F0V7;B5F072;BioModels;Metabolic
B5F0V7;B5F7N9;BioModels;Metabolic
B5F0V7;B5F7P0;BioModels;Metabolic
B5F0V7;B5F8U6;BioModels;Metabolic
B5F0V8;B5EWT7;BioModels;Metabolic
B5F0V8;B5EXD9;BioModels;Metabolic
B5F0V8;B5F7P2;STM;Metabolic
B5F0V8;B5F832;STM_BioModels;Metabolic
B5F0W7;B5F7S1;BioModels;Metabolic
B5F0X1;B5F9G4;STM;Metabolic
B5F0X3;B5F0X4;STM;Metabolic
B5F0X3;B5F0X5;STM;Metabolic
B5F0X4;B5F0X5;STM;Metabolic
B5F0Y2;B5EX28;STM;Metabolic
B5F0Y4;B5F6A1;STM;Metabolic
B5F0Y5;B5F5X5;STM;Metabolic
B5F0Z1;B5F414;STM;Metabolic
B5F0Z1;B5F6L4;STM;Metabolic
B5F0Z1;B5F942;STM;Metabolic
B5F0Z3;B5F6L1;BioModels;Metabolic
B5F0Z6;B5F0Z8;STM;Metabolic
B5F0Z6;B5F0Z9;STM;Metabolic
B5F0Z6;B5F8C8;STM;Metabolic
B5F0Z6;B5F8D0;STM;Metabolic
B5F0Z6;B5F8D1;STM;Metabolic
B5F0Z8;B5F0Z9;STM;Metabolic
B5F0Z8;B5F8C8;STM;Metabolic
B5F0Z8;B5F8D0;STM;Metabolic
B5F0Z8;B5F8D1;STM;Metabolic
B5F0Z9;B5F8C8;STM;Metabolic
B5F0Z9;B5F8D0;STM;Metabolic
B5F0Z9;B5F8D1;STM;Metabolic
B5F105;B5F106;STM;Metabolic
B5F105;B5F107;STM;Metabolic
B5F106;B5F107;STM;Metabolic
B5F108;B5F105;STM;Metabolic
B5F108;B5F106;STM;Metabolic
B5F108;B5F107;STM;Metabolic
B5F115;B5F0G4;STM;Metabolic
B5F115;B5F6J7;STM;Metabolic
B5F116;B5F818;BioModels;Metabolic
B5F141;B5F230;STM;Metabolic
B5F141;B5F7C4;BioModels;Metabolic
B5F147;B5F149;STM;Metabolic
B5F147;B5F1A3;STM;Metabolic
B5F147;B5F1A4;STM;Metabolic
B5F147;B5F1A5;STM;Metabolic
B5F147;B5F2I1;STM;Metabolic
B5F147;B5F2I2;STM;Metabolic
B5F147;B5F2I3;STM;Metabolic
B5F148;B5F147;STM;Metabolic
B5F148;B5F148;STM;Metabolic
B5F148;B5F149;STM;Metabolic
B5F148;B5F1A3;STM;Metabolic
B5F148;B5F1A4;STM;Metabolic
B5F148;B5F1A5;STM;Metabolic
B5F148;B5F2I1;STM;Metabolic
B5F148;B5F2I2;STM;Metabolic
B5F148;B5F2I3;STM;Metabolic
B5F149;B5F1A3;STM;Metabolic
B5F149;B5F1A4;STM;Metabolic
B5F149;B5F1A5;STM;Metabolic
B5F149;B5F2I1;STM;Metabolic
B5F149;B5F2I2;STM;Metabolic
B5F149;B5F2I3;STM;Metabolic
B5F153;B5F0C4;STM;Metabolic
B5F153;B5F0W8;STM;Metabolic
B5F153;B5F155;STM;Metabolic
B5F153;B5F227;STM;Metabolic
B5F153;B5F6P8;STM;Metabolic
B5F155;B5F0C4;STM;Metabolic
B5F155;B5F0W8;STM;Metabolic
B5F155;B5F227;STM;Metabolic
B5F155;B5F6P8;STM;Metabolic
B5F159;B5EZQ4;STM_BioModels;Metabolic
B5F159;B5F5I8;STM_BioModels;Metabolic
B5F161;B5EWS0;STM;Metabolic
B5F161;B5F8K1;STM;Metabolic
B5F163;B5EZH4;STM;Metabolic
B5F163;B5F4P1;STM;Metabolic
B5F163;B5F850;STM;Metabolic
B5F163;B5F8T2;STM;Metabolic
B5F172;B5F1T2;STM;Metabolic
B5F173;B5EZU6;BioModels;Metabolic
B5F173;B5F525;BioModels;Metabolic
B5F173;B5F527;BioModels;Metabolic
B5F173;B5F7J4;BioModels;Metabolic
B5F175;B5F1E5;STM_BioModels;Metabolic
B5F176;B5EXM5;BioModels;Metabolic
B5F176;B5EYE2;STM_BioModels;Metabolic
B5F176;B5F1I8;STM_BioModels;Metabolic
B5F176;B5F1I9;BioModels;Metabolic
B5F176;B5F3K8;BioModels;Metabolic
